player_name,game_date,events,stand,batter,pitcher,hc_x,hc_y,launch_speed,launch_angle,hit_distance_sc,estimated_ba_using_speedangle,estimated_woba_using_speedangle
"Bichette, Bo",2023-05-31,field_out,R,666182,657265,112.67,152.08,83,-11,11,0.091,0.082
"Bichette, Bo",2023-05-30,field_out,R,666182,605288,146.12,152.36,85.9,-1,30,0.233,0.21
"Bichette, Bo",2023-05-30,force_out,R,666182,605288,113.98,163.89,93.2,-38,2,0.047,0.053
"Bichette, Bo",2023-05-30,field_out,R,666182,605288,110.84,146.06,97.1,-28,3,0.104,0.096
"Bichette, Bo",2023-05-30,grounded_into_double_play,R,666182,664776,137.02,151.76,95.4,-32,4,0.066,0.07
"Bichette, Bo",2023-05-30,field_out,R,666182,669060,198.27,92.33,102.2,17,326,0.439,0.485
"Bichette, Bo",2023-05-28,field_out,R,666182,641927,42.13,93.58,87.8,33,331,0.029,0.035
"Bichette, Bo",2023-05-28,single,R,666182,592254,107.56,67.87,86.2,17,262,0.934,0.871
"Bichette, Bo",2023-05-28,single,R,666182,641927,193.22,134.1,99.5,-16,12,0.191,0.172
"Bichette, Bo",2023-05-28,field_out,R,666182,643377,157.51,147.97,102.4,-13,13,0.247,0.235
"Bichette, Bo",2023-05-27,triple,R,666182,641154,189.62,63.65,101.9,25,369,0.6,1.1045555555555555
"Bichette, Bo",2023-05-27,home_run,R,666182,641154,47.52,63.62,101.1,37,386,0.355,0.69305
"Bichette, Bo",2023-05-27,single,R,666182,592779,142.4,99.92,67.2,20,196,0.708,0.637
"Bichette, Bo",2023-05-27,field_out,R,666182,661395,142.72,153.32,113.4,-21,5,0.177,0.173
"Bichette, Bo",2023-05-26,single,R,666182,686973,163.6,79.25,84.9,14,217,0.913,0.862
"Bichette, Bo",2023-05-26,home_run,R,666182,686973,136.25,27.84,108.1,23,424,0.913,1.761522727272727
"Bichette, Bo",2023-05-26,field_out,R,666182,686973,139.31,53.51,99,33,361,0.365,0.7088095238095238
"Bichette, Bo",2023-05-25,force_out,R,666182,621107,114.7,144.9,89.5,-12,8,0.146,0.135
"Bichette, Bo",2023-05-25,single,R,666182,621107,85.36,154.71,94.2,-6,17,0.249,0.224
"Bichette, Bo",2023-05-25,field_out,R,666182,621107,192.18,92.96,99.5,18,310,0.405,0.466
"Bichette, Bo",2023-05-25,field_out,R,666182,621107,153.89,150.77,91.9,-1,29,0.296,0.266
"Bichette, Bo",2023-05-24,field_out,R,666182,663556,125.25,181.9,73.2,-13,10,0.055,0.05
"Bichette, Bo",2023-05-24,double,R,666182,663556,172.49,72.17,106.6,13,272,0.839,0.875
"Bichette, Bo",2023-05-24,single,R,666182,592094,183.29,80.56,99.6,15,269,0.718,0.728
"Bichette, Bo",2023-05-24,field_out,R,666182,663556,109.52,153.46,93.5,0,40,0.34,0.308
"Bichette, Bo",2023-05-23,single,R,666182,671737,159.31,147.64,93.9,-3,40,0.296,0.266
"Bichette, Bo",2023-05-23,field_out,R,666182,671737,83.46,97.37,82.7,19,275,0.892,0.861
"Bichette, Bo",2023-05-23,field_error,R,666182,641420,100.15,168.01,106.9,0,49,0.521,0.486
"Bichette, Bo",2023-05-23,single,R,666182,671737,191.91,123.9,102.4,13,263,0.905,0.896
"Bichette, Bo",2023-05-23,single,R,666182,670042,177.88,125.03,93.7,12,226,0.882,0.826
"Bichette, Bo",2023-05-22,grounded_into_double_play,R,666182,676596,110.73,154.07,106.4,-2,38,0.432,0.394
"Bichette, Bo",2023-05-22,grounded_into_double_play,R,666182,676596,111.94,153.46,103.4,-13,6,0.225,0.212
"Bichette, Bo",2023-05-22,field_out,R,666182,664126,131.44,178.78,36.6,-55,1,0.293,0.264
"Bichette, Bo",2023-05-22,single,R,666182,676596,125.86,144.38,108.5,-23,5,0.164,0.153
"Bichette, Bo",2023-05-22,field_out,R,666182,665001,142.65,170.24,64,-62,1,0.228,0.224
"Bichette, Bo",2023-05-21,field_out,R,666182,665152,173.14,131.44,90.1,55,207,0.016,0.02
"Bichette, Bo",2023-05-21,single,R,666182,608723,146.72,88.69,106.4,-8,12,0.364,0.345
"Bichette, Bo",2023-05-21,single,R,666182,571710,117.12,86.16,75.8,24,252,0.813,0.781
"Bichette, Bo",2023-05-21,single,R,666182,665152,140.05,168.13,74.2,-12,9,0.049,0.055
"Bichette, Bo",2023-05-20,field_out,R,666182,680570,113.88,153.29,68.9,0,26,0.091,0.082
"Bichette, Bo",2023-05-20,single,R,666182,680570,157.51,145.41,86.3,-6,19,0.167,0.155
"Bichette, Bo",2023-05-19,field_out,R,666182,502043,123.46,157.3,100,-16,8,0.191,0.172
"Bichette, Bo",2023-05-19,field_out,R,666182,502043,32.85,103.13,97.5,40,328,0.095,0.174
"Bichette, Bo",2023-05-19,field_out,R,666182,666974,141.23,159.84,88.9,-13,12,0.141,0.128
"Bichette, Bo",2023-05-19,field_out,R,666182,502043,188.07,94.25,92.2,23,302,0.163,0.203
"Bichette, Bo",2023-05-18,single,R,666182,641482,124.29,172.38,76.8,-10,9,0.08,0.072
"Bichette, Bo",2023-05-18,single,R,666182,641482,121.77,85.61,75.3,23,251,0.926,0.86
"Bichette, Bo",2023-05-18,home_run,R,666182,641482,53.41,54.37,105,25,399,0.792,1.537017857142858
"Bichette, Bo",2023-05-17,single,R,666182,543037,182.58,116.08,105.1,6,158,0.642,0.59
"Bichette, Bo",2023-05-17,field_out,R,666182,650633,92.11,165.25,64.3,-25,3,0.036,0.046
"Bichette, Bo",2023-05-17,field_error,R,666182,543037,145.39,170.26,65.7,-39,2,0.088,0.094
"Bichette, Bo",2023-05-17,field_out,R,666182,605280,178.53,152.37,82.3,59,176,0.032,0.037
"Bichette, Bo",2023-05-16,field_out,R,666182,543901,144.03,55.36,94.7,28,358,0.215,0.3965999999999999
"Bichette, Bo",2023-05-16,double,R,666182,676760,58.94,109.45,87.1,27,308,0.092,0.119
"Bichette, Bo",2023-05-16,field_out,R,666182,593334,97.25,148.59,100.6,-25,4,0.117,0.105
"Bichette, Bo",2023-05-16,field_error,R,666182,593974,110.76,159.84,96.8,-6,19,0.247,0.229
"Bichette, Bo",2023-05-15,field_out,R,666182,666745,140.6,138.53,90.7,-21,6,0.114,0.109
"Bichette, Bo",2023-05-15,single,R,666182,666745,192.79,117.18,88.9,17,225,0.866,0.817
"Bichette, Bo",2023-05-15,single,R,666182,641656,191.6,136.6,68,30,199,0.932,0.891
"Bichette, Bo",2023-05-15,field_out,R,666182,622772,115.57,125.41,107.7,-23,4,0.164,0.148
"Bichette, Bo",2023-05-14,field_error,R,666182,543859,175.01,140.99,82.6,57,184,0.034,0.041
"Bichette, Bo",2023-05-14,field_out,R,666182,623433,103.88,140.28,108.1,3,98,0.618,0.592
"Bichette, Bo",2023-05-13,single,R,666182,693821,187.54,134.9,64.8,22,153,0.668,0.602
"Bichette, Bo",2023-05-13,field_out,R,666182,693821,100.64,164.49,105.8,5,101,0.666,0.637
"Bichette, Bo",2023-05-13,single,R,666182,621345,90.93,111.73,108.7,5,109,0.637,0.577
"Bichette, Bo",2023-05-13,field_out,R,666182,693821,106.59,53.73,102.1,35,362,0.48,0.9462173913043478
"Bichette, Bo",2023-05-12,field_out,R,666182,675911,160.86,81.32,89.6,20,305,0.366,0.36
"Bichette, Bo",2023-05-12,field_out,R,666182,664849,147.84,164.42,75.3,-28,2,0.032,0.051
"Bichette, Bo",2023-05-10,single,R,666182,554430,181.05,114.78,104.3,3,91,0.568,0.522
"Bichette, Bo",2023-05-10,field_out,R,666182,554430,110.69,149.9,95,1,53,0.411,0.382
"Bichette, Bo",2023-05-10,field_out,R,666182,642397,197.45,134.46,81.6,49,238,0.026,0.027
"Bichette, Bo",2023-05-10,field_out,R,666182,554430,155.12,164.66,101.1,3,99,0.566,0.548
"Bichette, Bo",2023-05-09,home_run,R,666182,605400,177.09,50.75,103.1,25,388,0.671,1.263652173913044
"Bichette, Bo",2023-05-09,double,R,666182,605400,136.08,39.98,107.2,19,394,0.571,0.9094838709677416
"Bichette, Bo",2023-05-09,field_error,R,666182,622554,155.19,166.69,102.9,-23,6,0.122,0.118
"Bichette, Bo",2023-05-09,field_out,R,666182,605400,160.81,164.66,94.5,0,44,0.347,0.329
"Bichette, Bo",2023-05-07,field_out,R,666182,672710,107.11,41.02,98.2,29,393,0.408,0.7605000000000002
"Bichette, Bo",2023-05-07,field_out,R,666182,672710,107.63,52.78,97.7,25,364,0.358,0.62585
"Bichette, Bo",2023-05-07,single,R,666182,608328,126.6,79.35,108.8,0,43,0.537,0.498
"Bichette, Bo",2023-05-07,single,R,666182,672710,187.28,109.9,101.4,9,213,0.716,0.661
"Bichette, Bo",2023-05-06,field_out,R,666182,670912,155.8,59.32,105.8,16,354,0.587,0.679
"Bichette, Bo",2023-05-06,field_out,R,666182,675989,162.72,64.04,97.3,33,346,0.3,0.569
"Bichette, Bo",2023-05-06,double,R,666182,670912,181.25,66.56,99.9,19,320,0.395,0.475
"Bichette, Bo",2023-05-06,field_out,R,666182,675989,143.66,89.22,85.3,42,278,0.008,0.009
"Bichette, Bo",2023-05-05,field_out,R,666182,448179,144.12,128.52,98.8,9,187,0.668,0.61
"Bichette, Bo",2023-05-05,field_out,R,666182,448179,152.72,166.4,96.2,-22,5,0.12,0.118
"Bichette, Bo",2023-05-05,double,R,666182,448179,98.2,36.34,98.6,26,375,0.428,0.7702173913043479
"Bichette, Bo",2023-05-04,single,R,666182,678394,169.21,105.66,101.3,-7,16,0.282,0.254
"Bichette, Bo",2023-05-04,field_out,R,666182,678394,112.03,147.16,74.8,-19,5,0.059,0.053
"Bichette, Bo",2023-05-04,field_out,R,666182,518489,204.11,101.17,92.3,32,309,0.108,0.185
"Bichette, Bo",2023-05-04,double,R,666182,678394,32.51,103.02,105.5,17,285,0.553,0.651
"Bichette, Bo",2023-05-03,field_out,R,666182,601713,141.93,41.13,107.8,22,392,0.885,1.6648043478260868
"Bichette, Bo",2023-05-03,force_out,R,666182,601713,110.65,165.14,79,-36,3,0.043,0.054
"Bichette, Bo",2023-05-03,field_out,R,666182,676710,148.22,148.35,109.3,-9,11,0.369,0.334
"Bichette, Bo",2023-05-01,single,R,666182,446372,98.38,126.22,97.4,5,102,0.579,0.522
"Bichette, Bo",2023-05-01,home_run,R,666182,446372,51.63,56.58,105,23,396,0.731,1.3556197183098586
"Bichette, Bo",2023-05-01,single,R,666182,670174,163.72,115.83,71.8,15,166,0.563,0.507
"Bichette, Bo",2023-05-01,single,R,666182,446372,48.81,99.47,102.8,19,311,0.342,0.5083333333333333
"Bichette, Bo",2023-05-01,single,R,666182,455119,187.29,102.03,106.9,10,219,0.853,0.85
"Bichette, Bo",2023-04-30,home_run,R,666182,594835,98.23,14.47,113,24,460,1,2
"Bichette, Bo",2023-04-30,single,R,666182,623167,129.63,99.96,87.5,12,175,0.792,0.724
"Bichette, Bo",2023-04-30,force_out,R,666182,594835,116.3,153.29,72.5,-16,5,0.051,0.047
"Bichette, Bo",2023-04-30,field_out,R,666182,623437,134.42,183.35,58.3,-63,1,0.231,0.223
"Bichette, Bo",2023-04-30,field_out,R,666182,682171,162.36,167.83,98.8,-25,4,0.093,0.095
"Bichette, Bo",2023-04-29,field_out,R,666182,668834,154.61,161.46,95.3,-21,8,0.125,0.12
"Bichette, Bo",2023-04-29,field_out,R,666182,668834,141.96,185.05,33.5,-29,3,0.272,0.245
"Bichette, Bo",2023-04-28,field_out,R,666182,622491,185.86,70.48,109.8,17,351,0.597,0.9284285714285714
"Bichette, Bo",2023-04-28,field_out,R,666182,622491,145.81,169.51,74.5,-17,5,0.073,0.067
"Bichette, Bo",2023-04-28,field_out,R,666182,641627,147.33,171.04,104.9,-10,15,0.298,0.289
"Bichette, Bo",2023-04-28,field_out,R,666182,622491,139.79,104.16,80.9,45,241,0.021,0.019
"Bichette, Bo",2023-04-26,single,R,666182,656629,167.21,104.2,95.4,8,181,0.611,0.561
"Bichette, Bo",2023-04-26,home_run,R,666182,669424,22.31,102.94,95.3,28,347,0.215,0.3965999999999999
"Bichette, Bo",2023-04-26,single,R,666182,666619,201.14,123.59,100.5,14,258,0.789,0.789
"Bichette, Bo",2023-04-25,field_out,R,666182,605182,176.79,117.09,86,30,290,0.034,0.035
"Bichette, Bo",2023-04-25,single,R,666182,605182,98.57,116.07,105.8,-9,11,0.334,0.324
"Bichette, Bo",2023-04-25,grounded_into_double_play,R,666182,621383,109.23,173.58,94.2,-7,11,0.231,0.208
"Bichette, Bo",2023-04-24,field_out,R,666182,458681,131.12,182.05,53.9,-46,1,0.188,0.175
"Bichette, Bo",2023-04-24,single,R,666182,458681,150.36,173.59,NA,-66,1,NA,NA
"Bichette, Bo",2023-04-24,field_out,R,666182,666619,123.07,143.87,87.8,-6,18,0.177,0.159
"Bichette, Bo",2023-04-24,field_out,R,666182,458681,151.86,104.29,88.8,52,246,0.008,0.008
"Bichette, Bo",2023-04-23,force_out,R,666182,657376,130.36,153.03,102.7,-6,23,0.357,0.322
"Bichette, Bo",2023-04-23,field_out,R,666182,641656,141.21,85.27,92.8,18,287,0.555,0.557
"Bichette, Bo",2023-04-22,field_out,R,666182,543037,111.45,148.44,89.8,-2,15,0.272,0.252
"Bichette, Bo",2023-04-22,field_out,R,666182,543037,156.9,159.95,90.8,-13,10,0.151,0.143
"Bichette, Bo",2023-04-22,double,R,666182,605280,36.62,97.5,103.3,6,123,0.663,0.633
"Bichette, Bo",2023-04-22,field_out,R,666182,543037,201.81,114.39,89.8,36,281,0.024,0.033
"Bichette, Bo",2023-04-21,field_out,R,666182,593334,132.92,106.7,75.7,44,233,0.142,0.153
"Bichette, Bo",2023-04-21,field_out,R,666182,593334,95.66,159.17,86.1,9,129,0.513,0.478
"Bichette, Bo",2023-04-21,single,R,666182,656061,201.07,127.63,82.1,12,167,0.576,0.519
"Bichette, Bo",2023-04-21,field_out,R,666182,593334,89.16,121.24,79.7,46,216,0.026,0.03
"Bichette, Bo",2023-04-19,field_out,R,666182,677651,146.85,162.74,104.7,-9,15,0.357,0.324
"Bichette, Bo",2023-04-19,field_out,R,666182,677651,156.84,89.79,79.5,30,283,0.111,0.118
"Bichette, Bo",2023-04-18,single,R,666182,664353,175.56,121.65,108.8,-3,40,0.442,0.408
"Bichette, Bo",2023-04-18,field_out,R,666182,593576,131.25,141.43,107.6,-18,5,0.183,0.184
"Bichette, Bo",2023-04-17,single,R,666182,664299,160.64,114.71,102.5,1,67,0.474,0.426
"Bichette, Bo",2023-04-16,field_out,R,666182,663556,215.8,113.33,95.9,29,306,0.27,0.50125
"Bichette, Bo",2023-04-16,field_out,R,666182,663556,146.12,149.94,73.8,1,38,0.117,0.105
"Bichette, Bo",2023-04-16,single,R,666182,663556,188.57,119.62,94.9,7,149,0.579,0.545
"Bichette, Bo",2023-04-16,single,R,666182,664076,132.84,94.12,81.4,12,148,0.55,0.495
"Bichette, Bo",2023-04-15,force_out,R,666182,676596,102.97,169.04,81,-48,2,0.12,0.127
"Bichette, Bo",2023-04-15,field_out,R,666182,676534,150.24,153.89,85.6,1,41,0.239,0.238
"Bichette, Bo",2023-04-15,field_out,R,666182,665001,107.21,162.98,93.7,-20,5,0.136,0.122
"Bichette, Bo",2023-04-15,field_out,R,666182,676534,147.81,153.89,93.7,-6,20,0.249,0.224
"Bichette, Bo",2023-04-14,single,R,666182,656876,176.22,91.75,91.2,16,248,0.905,0.867
"Bichette, Bo",2023-04-14,double,R,666182,656876,212.8,119.9,93.1,18,252,0.555,0.557
"Bichette, Bo",2023-04-14,double,R,666182,630023,192.52,133,89.3,16,234,0.958,0.911
"Bichette, Bo",2023-04-14,single,R,666182,630023,126.47,85.41,97.9,2,59,0.442,0.398
"Bichette, Bo",2023-04-14,single,R,666182,656876,163.14,105.3,83.6,13,187,0.784,0.74
"Bichette, Bo",2023-04-13,single,R,666182,605513,129.97,177.49,109.6,1,65,0.55,0.495
"Bichette, Bo",2023-04-13,field_out,R,666182,605513,167.01,66.24,93.7,30,344,0.153,0.229
"Bichette, Bo",2023-04-13,field_out,R,666182,671345,182.33,97.47,92.2,19,289,0.45,0.462
"Bichette, Bo",2023-04-13,single,R,666182,605513,179.33,140.5,98.8,7,175,0.655,0.615
"Bichette, Bo",2023-04-12,field_out,R,666182,593958,167.66,90.85,99.1,15,289,0.729,0.738
"Bichette, Bo",2023-04-12,field_out,R,666182,593958,117.11,142.47,87.7,-32,2,0.059,0.053
"Bichette, Bo",2023-04-12,field_out,R,666182,656638,102.72,135.4,100.8,-20,6,0.128,0.139
"Bichette, Bo",2023-04-12,grounded_into_double_play,R,666182,593958,112.63,158.77,74.1,8,92,0.247,0.222
"Bichette, Bo",2023-04-11,field_out,R,666182,666159,175.14,109.56,92.6,50,255,0.003,0.003
"Bichette, Bo",2023-04-11,field_out,R,666182,666159,210.9,108.35,92.4,35,307,0.05,0.088
"Bichette, Bo",2023-04-11,home_run,R,666182,669438,196.53,67.24,103.4,30,369,0.717,1.4147586206896552
"Bichette, Bo",2023-04-11,field_out,R,666182,666159,195,88.02,101.2,20,324,0.338,0.506
"Bichette, Bo",2023-04-09,single,R,666182,672282,78.71,109.99,89,-6,12,0.188,0.169
"Bichette, Bo",2023-04-09,field_out,R,666182,672282,144.73,148.15,99.4,6,154,0.634,0.609
"Bichette, Bo",2023-04-09,field_out,R,666182,672282,160.3,156.45,106.2,1,84,0.532,0.49
"Bichette, Bo",2023-04-09,field_out,R,666182,642545,95.67,164.51,75.8,-10,10,0.066,0.059
"Bichette, Bo",2023-04-08,home_run,R,666182,542881,137.88,31.89,106.2,24,414,0.834,1.6079264705882348
"Bichette, Bo",2023-04-08,single,R,666182,542881,172.13,75.62,99.9,13,272,0.921,0.905
"Bichette, Bo",2023-04-08,single,R,666182,572193,185.34,115.79,88.7,9,165,0.555,0.5
"Bichette, Bo",2023-04-08,field_out,R,666182,608032,132.25,129.14,104,9,181,0.8,0.781
"Bichette, Bo",2023-04-07,field_out,R,666182,663776,93.51,171.17,NA,NA,NA,NA,NA
"Bichette, Bo",2023-04-07,field_out,R,666182,663776,104.41,164.51,106.2,-19,7,0.185,0.177
"Bichette, Bo",2023-04-07,double,R,666182,663776,180.29,61.71,100.8,21,364,0.372,0.58725
"Bichette, Bo",2023-04-07,home_run,R,666182,623474,77.49,38.25,107.4,31,415,0.898,1.792884615384615
"Bichette, Bo",2023-04-06,field_out,R,666182,543475,129.3,197.35,54.9,-86,0,0.154,0.176
"Bichette, Bo",2023-04-06,single,R,666182,543475,187.06,105.39,87.7,17,247,0.913,0.869
"Bichette, Bo",2023-04-06,single,R,666182,621016,146.59,100.56,72.1,23,224,0.984,0.899
"Bichette, Bo",2023-04-06,field_out,R,666182,543475,156.56,68.52,91.6,31,333,0.095,0.139
"Bichette, Bo",2023-04-05,field_out,R,666182,425844,120.42,40.87,107.1,18,391,0.522,0.8098888888888887
"Bichette, Bo",2023-04-05,field_out,R,666182,425844,167.98,102.04,84.6,18,264,0.903,0.852
"Bichette, Bo",2023-04-05,field_out,R,666182,664199,111.36,159.02,51.3,-37,4,0.091,0.108
"Bichette, Bo",2023-04-04,field_out,R,666182,663460,90.44,83.03,84.7,22,301,0.405,0.4
"Bichette, Bo",2023-04-04,single,R,666182,663460,132.68,99.91,88,14,250,0.968,0.918
"Bichette, Bo",2023-04-04,field_out,R,666182,672578,204.7,119.59,85.8,43,276,0.005,0.005
"Bichette, Bo",2023-04-04,field_out,R,666182,663460,123.94,37.88,100.3,30,397,0.532,1.0296060606060606
"Bichette, Bo",2023-04-03,single,R,666182,642232,188.81,107.1,91.2,15,239,0.961,0.907
"Bichette, Bo",2023-04-03,field_out,R,666182,663903,131.29,140.55,105,-25,5,0.151,0.138
"Bichette, Bo",2023-04-03,field_out,R,666182,642232,54.3,83.69,109,16,335,0.457,0.64525
"Bichette, Bo",2023-04-03,home_run,R,666182,664199,59.21,52.57,101.7,24,397,0.545,0.976860465116279
"Bichette, Bo",2023-04-02,field_out,R,666182,656756,141.8,125.19,105.5,4,128,0.576,0.528
"Bichette, Bo",2023-04-02,field_out,R,666182,656756,149.97,155.94,108.9,-7,15,0.376,0.356
"Bichette, Bo",2023-04-02,single,R,666182,608717,72.44,82.39,108.8,14,274,0.721,0.775
"Bichette, Bo",2023-04-02,field_out,R,666182,656756,85.13,75.55,90.1,37,322,0.026,0.044
"Bichette, Bo",2023-04-01,field_out,R,666182,656427,93.53,152.65,106.6,-3,27,0.413,0.372
"Bichette, Bo",2023-04-01,single,R,666182,664854,196.87,129.64,77.5,26,228,0.529,0.489
"Bichette, Bo",2023-04-01,field_out,R,666182,669467,151.42,170.56,78.1,-34,4,0.036,0.048
"Bichette, Bo",2023-04-01,field_out,R,666182,656427,86.52,149.82,90.6,-21,5,0.114,0.109
"Bichette, Bo",2023-03-30,double,R,666182,571945,215.1,99.6,105.2,9,216,0.75,0.707
"Bichette, Bo",2023-03-30,force_out,R,666182,664854,138.74,162.9,88.8,-25,5,0.068,0.067
"Bichette, Bo",2023-03-30,single,R,666182,571945,123.86,103.46,69.4,18,176,0.703,0.635
"Bichette, Bo",2023-03-30,single,R,666182,572403,72.11,114.56,86,10,143,0.534,0.481
"Bichette, Bo",2023-03-30,single,R,666182,663855,113.22,178.44,80.9,-58,1,0.277,0.249
